55.347,19.178,24.461,35.694,0,39.316,22.728,25.232,0,0,74.115,42.567,37.407,17.713,74.707,12.523,9.153,76.826,47.188,22.915,17.767,12.166,4.4094,8.6472,0,0,62.417,16.993,35.369,0,45.641,47.502,23.509,29.927,43.058,34.294,0,0,27.616,50.506,40.811,62.06,19.067,10.352,62.231,32.535,33.63,20.096,102.63,25.128,14.577,23.114,21.229,72.665,49.722,110.89,11.744,10.056,364.56,103.38,0,109.92,0,0,0,37.206,35.291,0,0,62.552,0,10.362,3.5748,38.898,25.722,85.298,58.141,84.196,46.093,167.35,0,52.588,25.568,6.6017,24.651,19.253,0,47.26,0,223.62,11.337,91.97,17.781,23.678,42.09,29.894,9.1709,33.407,44.316,51.19,28.722,7.1081,21.026,24.713,39.697,60.831,65.093,2.1428,6.4377,34.814,0,67.567,7.7256,9.0528,24.835,267.52,10.227,34.311,40.41,40.328,40.1,39.231,39.126,39.791,39.918,39.16,38.486,37.798,40.004,40.012,40.585,40.321,40.407,40.047,39.711,40.372,40.505,40.739,40.584,40.116,39.059,39.382,37.65,37.852,40.2,40.689,40.996,39.494,40.846,40.298,40.573,40.177,40.338,40.331,40.03,39.83,40.828,40.911,41.196,40.722,41.094,41.582,41.581,40.716,39.99,40.019,39.554,40.379,41.167,41.562,41.53,41.042,41.028,41.086,40.968,41.249,40.368,39.777,39.522,39.808,39.952,39.526,38.754,38.508,39.405,38.71,38.263,39.91,39.918,39.838,39.94,40.304,40.201,40.859,39.753,39.914,39.792,38.928,38.781,40.063,39.924,39.348,38.928,39.318,39.24,38.52,37.782,40.151,39.784,38.907,39.436,39.604,39.923,39.782,39.42,39.365,39.496,39.156,39.408,39.115,39.647,40.231,40.491,40.799,40.974,40.489,40.471,40.292,39.731,40.801,39.829,40.439,40.447,38.778,40.262,40.718
68.257,23.043,37.473,56.098,0,47.882,16.438,37.758,0,0,59.065,50.125,37.141,8.3523,47.471,23.282,7.5745,48.866,50.775,17.355,18.496,8.9759,5.0229,16.812,0,0,45.114,16.901,13.643,0,52.958,75.355,28.107,82.77,35.696,33.996,0,0,31.471,45.734,31.281,139.53,9.3354,17.146,62.812,32.282,30.251,13.172,102.49,20.4,17.18,19.88,13.524,155.35,80.533,64.569,14.179,13.245,150.82,104.78,0,113.63,0,0,0,25.581,26.743,0,0,55.795,0,11.427,3.5536,91.654,49.348,60.067,79.294,67.094,20.033,73.769,0,61.625,28.013,12.047,28.35,13.875,0,60.278,0,215.42,11.646,83.954,13.795,32.132,54.59,35.666,17.29,40.059,54.618,51.792,20.921,6.3194,22.339,33.02,31.038,35.197,67.438,1.3585,7.4817,28.199,0,88.28,7.0066,10.533,19.94,253.18,23.848,40.444,40.729,40.635,40.45,39.464,39.336,40.031,40.147,39.329,38.647,37.95,40.187,40.254,40.695,40.36,40.287,40.312,39.667,40.209,40.397,40.561,40.436,39.991,39.054,39.406,37.637,37.84,40.084,40.497,40.716,39.5,40.709,40.328,40.587,40.248,40.348,40.352,40.046,39.778,40.936,41.016,41.33,41.23,40.922,41.5,41.411,40.422,39.638,39.641,39.242,40.009,40.858,41.184,41.146,40.826,40.785,40.78,40.671,40.977,39.118,38.913,38.679,39.007,38.901,38.666,38.193,38.001,38.684,38.185,37.827,39.866,39.882,39.85,39.905,40.648,40.315,40.593,39.265,39.318,39.113,38.313,38.22,39.873,39.799,39.36,38.886,39.141,39.064,38.525,37.691,40.022,39.641,38.736,39.241,39.455,39.809,39.545,39.047,38.972,39.27,38.955,39.126,38.903,39.505,40.122,40.309,40.442,40.864,40.369,40.383,40.264,39.701,40.99,39.79,40.39,40.383,38.249,40.851,40.698
49.366,26.603,52.136,47.119,0,44.639,12.473,34.415,0,0,55.451,56.814,36.982,16.361,132.28,30.754,14.224,52.753,52.281,23.221,13.363,7.2361,6.9883,14.485,0,0,37.055,11.935,16.488,0,29.415,67.432,14.89,62.589,47.405,26.936,0,0,15.806,82.389,25.32,127.59,24.635,23.994,60.611,18.175,39.815,29.728,125.36,18.654,10.637,11.112,22.423,95.734,63.248,87.627,14.379,15.685,328.73,74.527,0,63.179,0,0,0,31.729,34.864,0,0,78.127,0,16.036,8.9219,84.717,60.701,92.997,47.24,102.63,33.056,158.49,0,37.026,27.359,8.9182,15.668,14.274,0,26.968,0,139.27,6.7359,62.676,14.95,20.477,27.201,54.545,13.228,23.284,61.645,35.475,32.449,5.8215,24.422,47.26,46.329,53.701,37.552,1.7068,9.5433,50.193,0,49.132,7.3957,8.1477,32.191,258.77,29.58,20.644,40.775,40.843,40.641,39.609,39.488,40.173,40.318,39.49,38.799,38.094,40.402,40.507,40.97,40.764,40.754,40.644,39.906,40.436,40.672,40.814,40.586,40.106,39.158,39.554,37.733,37.953,40.035,40.355,40.55,39.696,40.512,40.297,40.707,40.379,40.493,40.476,40.195,39.961,40.999,41.247,41.474,41.311,41.52,42.068,41.837,40.695,40.035,40.141,39.589,40.292,40.946,41.212,41.341,40.938,40.926,40.95,40.893,41.129,39.917,39.259,39.07,39.235,39.526,39.124,38.522,38.32,39.033,38.478,38.104,40.148,40.143,40.074,40.152,40.775,40.522,40.902,39.413,39.588,39.414,38.555,38.485,39.2,38.871,37.94,37.307,37.56,37.485,36.77,36.153,37.673,37.627,37.378,38.197,38.675,39.018,39.112,38.922,38.789,39.099,38.535,38.432,37.76,39.306,40.114,40.323,40.467,40.573,40.388,40.401,40.236,39.671,40.595,39.996,40.401,40.405,38.544,41.257,40.828
76.195,13.548,54.495,31.687,0,40.881,10.135,31.87,0,0,84.32,24.928,18.288,17.978,58.272,33.523,6.5199,71.553,45.249,13.614,16.416,12.209,4.9861,7.8468,0,0,89.31,22.57,35.215,0,47.045,69.068,18.924,62.767,25.206,38.662,0,0,37.136,34.476,27.929,135.3,14.499,8.35,75.481,27.413,45.44,11.431,72.201,20.062,13.473,10.773,30.933,145.67,61.208,54.218,13.685,14.482,317.69,115.71,0,70.448,0,0,0,44.75,24.586,0,0,86.131,0,15.559,5.3417,62.242,54.685,91.181,89.416,60.786,51.174,118.82,0,50.274,27.674,15.439,31.196,18.733,0,67.249,0,89.981,14.367,86.269,8.798,35.416,45.606,41.849,11.029,18.265,37.889,48.907,27.598,4.7003,16.551,23.232,18.273,27.609,69.459,1.3743,8.5632,27.847,0,46.414,3.4867,8.1309,14.339,137.07,26.615,46.275,40.767,40.483,40.506,39.303,39.202,39.854,39.971,39.218,38.542,37.85,40.082,40.124,40.366,40.375,40.286,40.336,39.675,40.293,40.399,40.527,40.429,40.049,39.132,39.454,37.713,37.896,40.444,40.965,41.207,39.473,41.026,40.494,40.394,40.121,40.217,40.235,39.931,39.701,40.849,40.869,41.16,41.107,40.895,41.385,41.42,40.338,39.641,39.502,39.11,39.91,40.756,41.094,41.371,40.878,40.813,40.822,40.646,40.952,39.678,39.092,38.844,39.008,39.284,38.874,38.173,37.941,38.633,38.055,37.691,40.027,40.039,40.013,40.055,40.532,40.341,40.868,39.149,39.23,39.088,38.12,38.07,39.221,39.02,38.387,37.752,38.128,38.056,37.252,36.274,37.367,37.541,37.425,38.119,38.588,38.998,38.938,38.604,38.329,38.498,38.178,38.185,37.703,38.785,39.436,39.68,39.79,40.563,39.777,39.805,39.705,39.165,40.291,39.799,40.596,40.599,38.089,40.789,40.881
54.804,19.101,45.123,28.032,0,65.77,12.568,25.322,0,0,100.84,23.781,31.325,9.9082,89.796,21.032,10.934,76.157,55.21,22.74,11.354,14.739,5.6986,7.0608,0,0,105,23.051,23.242,0,30.618,47.354,14.538,74.457,35.51,28.232,0,0,39.102,66.368,36.32,135.14,19.297,15.117,70.661,24.637,49.404,22.066,87.397,14.289,20.425,12.281,28.081,124.92,92.609,59.125,11.082,11.814,233.88,70.885,0,88.026,0,0,0,36.36,21.941,0,0,38.056,0,7.7346,6.5507,81.899,29.317,78.075,74.962,71.027,40.247,130.26,0,43.761,11.446,11.184,15.769,14.224,0,54.089,0,176.71,12.873,33.163,9.1421,25.436,42.336,29.039,9.4973,38.227,53.449,20.829,24.019,4.8232,13.645,34.098,34.353,54.353,39.646,2.9852,8.9506,52.658,0,71.343,6.9239,8.7091,21.693,125.15,11.682,37.43,40.551,40.437,40.328,39.298,39.197,39.962,40.04,39.212,38.536,37.844,40.144,40.102,40.619,40.302,40.427,40.187,39.675,40.359,40.515,40.648,40.421,39.974,38.889,39.018,37.604,37.807,40.362,40.737,40.793,39.457,40.634,40.284,40.411,40.158,40.249,40.254,39.947,39.666,41.064,41.168,41.473,41.178,41.048,41.482,41.372,40.222,39.492,39.457,38.948,39.624,40.624,40.928,41.092,40.592,40.635,40.577,40.342,40.74,38.981,38.461,38.279,38.504,38.663,38.325,37.79,37.605,38.196,37.665,37.285,39.287,39.325,39.307,39.366,40.184,39.762,40.404,38.67,38.77,38.621,37.76,37.698,38.553,38.267,37.682,37.17,37.426,37.358,36.828,36.092,37.954,37.741,37.075,37.732,38.165,38.494,38.384,38.136,38.248,38.419,38.018,37.9,37.375,38.867,39.701,39.996,40.145,40.432,40.183,40.235,40.185,39.619,40.786,39.792,40.48,40.499,37.696,40.389,40.293
56.74,23.268,30.194,36.614,0,74.017,25.386,31.189,0,0,38.573,59.847,32.865,15.117,121.51,33.127,15.527,31.103,43.77,23.764,8.0384,6.9518,7.9009,11.492,0,0,58.61,21.14,30.344,0,43.093,47.07,21.932,58.155,43.385,43.886,0,0,18.355,66.136,25.61,118.28,18.507,23.721,27.645,19.606,23.773,11.344,62.551,23.004,23.227,19.91,16.629,131.42,79.609,55.654,11.305,11.745,188.22,99.518,0,79.037,0,0,0,58.188,39.536,0,0,91.747,0,13.232,5.8141,49.709,60.727,47.001,42.534,79.795,20.675,194.94,0,68.804,20.656,14.016,21.074,29.01,0,27.52,0,225.12,7.3531,49.807,8.0019,30.942,32.347,27.405,8.3002,24.486,52.043,53.34,29.124,4.1484,26.733,32.922,43.27,26.77,66.563,1.6309,9.1559,52.168,0,92.682,8.305,5.0413,25.593,191.17,16.015,47.126,40.596,40.606,40.322,39.383,39.279,40.139,40.247,39.287,38.607,37.912,40.127,40.285,40.653,40.531,40.549,40.459,39.725,40.192,40.45,40.56,40.304,39.881,39.03,39.388,37.638,37.843,40.147,40.646,40.893,39.507,40.76,40.249,40.588,40.142,40.317,40.321,39.956,39.705,40.73,40.927,41.126,40.887,40.702,40.688,40.276,39.486,39.005,39.034,38.758,39.588,40.574,40.907,40.883,40.507,40.537,40.494,40.282,40.674,39.006,38.69,38.474,38.711,38.753,38.487,38.022,37.802,38.547,38.011,37.624,39.969,39.989,39.928,40.02,40.366,40.185,40.411,39.048,39.156,38.983,38.266,38.123,39.462,39.286,38.792,38.253,38.889,38.813,37.698,37.058,39.426,38.96,38.053,38.593,38.937,39.193,39.106,38.744,38.68,39.044,38.696,38.768,38.314,39.428,40.077,40.301,40.33,40.826,40.459,40.51,40.453,39.878,41.134,39.839,40.368,40.379,38.059,40.684,40.585
39.034,14.817,31.912,56.143,0,61.367,25.657,35.891,0,0,74.446,28.607,44.118,18.643,115.15,12.54,10.426,67.179,58.112,9.2578,12.471,5.1182,6.3604,7.5518,0,0,54.27,20.763,21.298,0,54.961,81.725,26.284,47.312,31.068,43.409,0,0,24.963,38.908,19.37,140.01,23.172,13.295,72.857,33.295,49.632,13.237,76.231,19.344,10.419,26.88,18.807,127.55,74.452,105.7,9.2451,6.4249,361.87,115.51,0,115.02,0,0,0,52.258,34.811,0,0,61.717,0,9.9907,7.4538,60.206,66.949,85.499,80.5,70.173,25.744,138.81,0,51.16,12.598,14.048,23.151,30.435,0,58.004,0,139.44,6.4584,69.311,16.809,29.777,47.183,51.22,12.844,45.002,46.063,43.265,16.243,5.1435,21.334,50.528,27.617,59.502,34.906,2.8369,5.2878,36.725,0,86.048,6.1521,10.978,12.103,260.75,21.047,41.047,40.503,40.533,40.353,39.623,39.493,40.207,40.313,39.502,38.811,38.105,40.371,40.345,41.037,40.664,40.731,40.35,39.947,40.503,40.672,40.591,40.399,39.978,39.176,39.513,37.797,38.011,40.279,40.796,41.072,39.74,41.026,40.51,40.883,40.393,40.501,40.505,40.233,40.043,40.931,40.991,41.248,41.37,41.555,42.207,42.209,41.175,40.427,40.252,39.809,40.571,41.469,41.947,41.948,41.526,41.454,41.497,41.249,41.557,40.642,40.044,39.767,40.061,40.21,39.766,38.94,38.712,39.628,38.845,38.427,40.132,40.116,39.994,40.124,40.728,40.684,41.062,39.783,39.868,39.694,38.914,38.838,39.855,39.555,38.956,38.363,39.04,38.963,37.835,36.919,38.449,38.363,38.058,38.866,39.3,39.744,39.698,39.394,39.376,39.307,38.878,38.733,38.312,39.493,40.206,40.351,40.581,40.581,40.415,40.418,40.318,39.753,40.995,40.042,40.54,40.526,38.912,40.87,41.118
55.001,12.104,22.366,24.185,0,71.888,19.12,38.273,0,0,95.869,59.885,19.128,20.836,131.6,16.522,6.2807,50.17,35.921,23.83,20.866,11.485,6.6089,16.454,0,0,86.319,16.373,12.028,0,62.79,57.501,34.451,31.993,41.743,30.379,0,0,24.125,74.637,32.047,83.205,11.093,14.703,40.18,22.816,36.855,28.933,113.37,10.984,10.597,10.574,21.393,112.63,48.314,117.46,14.822,17.425,208.72,66.363,0,86.885,0,0,0,21.569,33.182,0,0,88.061,0,16.818,3.119,42.06,64.09,46.985,80.496,96.35,24.133,71.763,0,38.069,28.897,12.796,19.091,23.569,0,34.909,0,165.2,12.459,91.771,8.1992,29.954,25.371,56.043,20.47,37.584,26.89,21.247,29.218,6.2184,16.919,42.304,27.938,47.592,27.746,2.6613,5.6773,49.596,0,101.08,3.067,4.617,24.572,123.5,19.934,34.214,40.528,40.512,40.251,39.386,39.284,40.137,40.249,39.286,38.606,37.911,40.286,40.333,40.61,40.649,40.607,40.306,39.703,40.27,40.497,40.79,40.665,40.178,39.108,39.396,37.681,37.871,40.339,40.723,40.913,39.466,40.905,40.397,40.711,39.916,40.093,40.093,39.763,39.529,40.683,40.885,41.075,40.602,40.36,40.519,40.327,39.594,39.051,39.187,38.697,39.378,40.266,40.55,40.745,40.413,40.403,40.456,40.225,40.547,38.733,38.258,38.084,38.32,38.439,38.126,37.632,37.43,38.109,37.54,37.21,39.732,39.774,39.882,39.794,40.113,39.879,40.158,38.643,38.756,38.523,37.607,37.563,38.781,38.647,38.098,37.564,38.055,37.984,37.078,36.419,38.211,38.076,37.535,38.042,38.357,38.599,38.589,38.233,38.163,38.171,38.064,38.188,37.787,38.919,39.72,39.942,40.039,40.272,40.155,40.219,40.272,39.702,41.124,39.809,40.527,40.541,37.571,40.832,40.222
73.951,16.907,39.351,51.544,0,52.247,24.552,32.389,0,0,78.108,52.811,35.514,14.43,121.07,25.906,13.153,51.034,61.779,23.502,18.917,8.5034,4.6467,17.712,0,0,58.625,19.517,19.888,0,55.326,32.91,32.411,77.985,42.698,31.153,0,0,23.536,45.667,55.392,110.04,13.501,14.149,47.148,20.17,38.126,20.434,121.68,23.973,25.402,14.392,16.149,114.83,79.177,80.609,17.357,9.057,187.01,84.893,0,109.33,0,0,0,54.983,26.926,0,0,37.042,0,7.8909,6.4106,63.759,38.988,36.7,47.924,55.48,53.015,165.51,0,41.444,13.347,6.7748,24.439,28.978,0,28.933,0,141.41,13.412,56.143,12.013,19.043,27.961,56.446,17.027,23.876,52.381,41.106,32.878,3.8698,30.782,55.573,37.668,25.745,54.857,2.2066,11.813,56.947,0,71.933,6.6912,7.6567,18.756,232.97,15.393,21.377,40.897,40.803,40.645,39.644,39.513,40.242,40.39,39.504,38.813,38.107,40.471,40.507,41.002,40.738,40.743,40.582,39.878,40.428,40.696,40.853,40.632,40.066,38.951,39.172,37.654,37.883,40.084,40.565,40.821,39.66,40.78,40.161,40.921,40.302,40.416,40.41,40.11,39.854,40.925,41.072,41.529,41.064,40.875,41.109,40.949,40.097,39.572,39.625,39.222,40.05,40.83,41.075,41.055,40.692,40.708,40.701,40.691,40.879,39.13,38.808,38.6,38.913,38.88,38.611,38.125,37.97,38.626,38.046,37.643,39.399,39.441,39.445,39.482,40.087,39.737,40.017,38.852,38.969,38.91,38.155,38.068,38.857,38.545,37.842,37.363,37.986,37.916,36.791,36.132,37.695,37.672,37.279,38.011,38.461,38.771,38.815,38.598,38.483,38.783,38.375,38.293,37.636,39.262,40.064,40.216,40.185,40.651,40.403,40.46,40.365,39.79,40.886,39.953,40.27,40.275,38.104,40.892,39.997
37.894,16.433,30.51,49.808,0,74.54,10.665,19.603,0,0,89.485,35.46,44.692,17.742,68.662,31.287,13.587,75.828,24.656,12.022,16.001,6.1521,7.1024,18.579,0,0,48.795,21.505,21.73,0,49.478,64.102,23.137,51.032,45.728,28.919,0,0,22.779,67.792,33.018,51.639,17.472,18.015,45.653,15.076,20.946,20.547,48.817,21.341,10.683,11.245,16.578,115.71,56.141,104.9,10.115,9.2185,382.66,41.228,0,92.693,0,0,0,57.97,27.872,0,0,51.423,0,11.777,3.9592,94.156,51.948,87.961,31.819,104.35,38.995,144.82,0,44.942,27.753,9.4508,25.742,13.536,0,43.672,0,223.81,8.0378,52.998,16.979,19.925,58.362,29.987,20.38,22.709,61.171,21.036,19.188,6.6369,11.551,40.865,43.446,32.368,66.479,1.5592,6.7233,20.439,0,80.373,3.3777,4.0886,22.776,155.74,13.379,38.116,40.387,40.415,40.192,39.393,39.263,40.066,40.139,39.259,38.581,37.887,40.229,40.203,40.836,40.438,40.314,40.359,39.653,40.26,40.308,40.351,40.212,39.795,38.976,39.327,37.587,37.792,40.074,40.562,40.789,39.451,40.719,40.256,40.444,40.052,40.212,40.206,39.877,39.652,40.652,40.788,40.939,40.338,40.645,40.73,40.451,39.491,38.952,39.082,38.702,39.579,40.362,40.686,40.936,40.735,40.746,40.764,40.418,40.641,39.775,38.912,38.756,38.956,39.302,38.825,38.118,37.838,38.581,38.035,37.631,39.754,39.776,39.762,39.802,40.63,40.291,40.784,39.127,39.309,39.141,38.235,38.116,39.356,39.218,38.642,38.164,38.408,38.336,37.747,37.046,39.401,38.943,38.029,38.644,38.91,39.336,39.131,38.819,38.565,38.97,38.493,38.535,38.235,39.145,39.991,40.2,40.261,40.782,40.218,40.213,40.062,39.508,40.806,39.749,40.321,40.325,38.074,40.534,40.761
